608,125,133,,
608,611,157,2095,
608,74,747,90,
608,74,76,1079,668
608,611,331,,
608,611,,,
608,2378,1935,719,1079
1672,611,1564,1565,
611,2260,,,
611,74,1579,427,1079
611,1935,,,
611,2055,,,
611,271,,,
611,1079,,,
611,2499,359,,
2432,611,,,
611,745,2611,407,639
2378,611,,,
745,611,747,,
611,157,,,
611,1644,2423,,
74,611,,,
160,611,157,,
611,2676,2499,,
1488,2378,611,1910,
1606,611,1718,,
1672,2674,611,,
696,611,747,,
611,1732,,,
1593,611,,,
1672,745,611,687,
611,747,,,
1490,611,980,427,
560,611,,,
611,1725,,,
611,2499,,,
611,1306,1050,1310,
668,611,2452,1079,
745,2538,611,,
1138,1148,1534,486,
1497,1498,1534,,
1537,1534,,,
1534,289,486,583,
578,717,1534,,
1537,612,1534,1535,
1534,285,30,486,
1537,1535,,,
1537,1535,,,
289,612,583,717,2544
1345,2706,612,1121,
402,2309,2302,,
2302,934,2317,294,
2302,2047,,,
403,2302,,,
712,402,2309,,
2170,219,2309,1175,
2649,2527,735,,
1961,2527,,,
2537,1847,1927,,
1560,2537,2695,,
2537,1846,1847,,
1560,761,109,672,
1560,786,1003,1004,
2657,1702,1560,2423,1592
672,549,569,1560,25
2057,228,638,,
2182,1897,1003,1004,638
1644,638,15,,
1812,2423,986,1019,638
635,638,,,
2210,638,,,
1643,638,1687,,
638,478,,,
672,638,,,
418,1428,1269,344,638
848,638,847,,
638,1893,102,,
344,2032,638,,
638,142,438,378,478
227,1236,692,438,638
2673,638,686,,
1569,638,,,
635,638,,,
747,1203,638,542,
344,638,,,
638,635,430,,
322,1322,1336,378,638
1259,344,1081,1082,638
344,638,1007,,
635,638,,,
2426,638,1007,,
638,1539,566,479,
747,294,,,
745,747,1052,205,
747,2499,359,,
624,881,747,572,
747,15,,,
745,747,,,
747,659,1967,,
747,655,,,
294,2536,747,565,567
747,2612,,,
2619,747,,,
2346,747,659,,
2024,747,,,
747,427,294,,
294,747,588,566,
747,427,,,
747,719,,,
747,427,,,
576,354,359,747,731
747,477,,,
624,625,747,879,
747,427,,,
1656,2662,747,1968,
747,1879,,,
747,427,,,
771,747,,,
72,745,202,747,
624,881,747,,
294,747,588,566,
745,747,687,,
72,747,204,427,
202,747,1645,2410,
745,771,747,,
747,2612,,,
217,747,,,
745,747,427,,
779,1203,747,,
294,747,699,566,
747,204,,,
74,747,668,,
745,122,747,127,
745,18,747,122,
747,294,63,,
745,747,427,,
747,427,,,
745,747,427,,
747,427,,,
745,747,,,
747,2191,,,
2520,66,,,
688,66,835,,
2529,66,649,2380,1140
66,2380,2061,696,478
66,2583,318,2607,
66,887,1154,983,
344,2585,66,,
66,1864,75,1854,1855
66,539,541,454,
66,2597,430,686,1626
1377,66,75,2380,2037
288,66,,,
1136,1305,,,
1136,1153,,,
1136,1018,,,
1136,1139,1142,,
1136,833,1218,,
345,155,452,513,
345,2421,,,
345,74,2421,,
2040,345,2327,,
1256,74,1203,2423,
228,1351,1583,1207,1533
2341,423,2474,788,62
1497,580,1126,,
1496,166,,,
1497,1554,1553,,
1497,581,1126,1215,
643,581,,,
643,581,,,
643,581,150,583,
1125,582,817,1212,1215
320,228,582,,
1498,2372,583,,
2449,1498,,,
1329,1498,1292,,
1329,1498,1292,,
2449,1498,,,
1498,1123,1125,,
2371,2372,583,,
289,284,486,583,
64,486,583,,
1121,150,583,,
1512,2508,,,
1512,344,,,
1512,74,1608,,
70,1512,1463,1240,347
1512,1053,,,
1512,1337,1339,1267,
1512,344,,,
2180,2342,2508,1020,2367
2508,430,431,,
2508,430,1582,1909,635
160,967,2508,1644,15
1505,865,649,251,2555
490,251,,,
1505,251,865,,
578,2215,717,251,414
578,251,13,551,
865,251,,,
1312,1322,1578,1428,344
228,2091,1428,344,1275
344,2080,2079,,
344,585,426,378,
344,2449,2450,,
344,675,2126,,
344,1428,2663,,
344,1519,,,
675,1444,1445,344,414
344,675,414,,
344,2329,,,
344,1177,479,,
585,426,1234,344,378
585,2291,344,378,1275
344,585,378,1275,
1312,2090,654,1269,344
344,314,348,1061,
344,2215,,,
569,25,1431,,
569,438,1422,2423,
686,1422,569,826,319
569,1484,,,
569,1290,453,1025,
569,421,70,767,
569,1484,,,
2338,70,1329,569,2462
569,1484,1356,,
456,569,2098,453,
569,453,,,
569,438,847,,
1312,569,418,453,
569,1185,,,
453,1290,1006,1238,569
1185,1484,1237,70,
1484,1359,627,631,1307
1484,228,70,,
1608,74,1484,1618,
70,1000,1484,1463,1053
1484,1644,,,
1290,1053,1484,2634,
1484,1267,2180,1238,
1457,826,1484,1422,
576,169,570,,
576,570,2552,1922,
576,570,1520,,
576,570,1524,,
576,570,1520,,
570,1524,1245,,
1520,570,,,
576,570,1520,,
1520,570,59,839,
576,570,,,
576,834,1801,1067,570
1520,570,59,,
576,570,1520,839,
576,839,1520,570,59
576,570,1520,1524,
576,570,839,,
576,476,676,,
576,808,2499,,
576,387,,,
576,1520,1524,839,
576,1520,,,
576,1656,,,
576,1520,59,,
576,1067,1821,,
576,1067,1520,1814,1821
576,1072,1520,354,
576,676,,,
576,2024,745,18,1912
576,745,1562,,
2498,2499,2019,,
2498,359,,,
2498,2499,,,
2498,2499,2500,359,
2499,2500,2422,359,
2499,2676,359,,
2499,359,,,
1656,2499,,,
2499,2500,359,,
2322,2499,2500,359,
2499,989,726,,
2499,2500,359,726,989
257,2570,667,2270,
2570,667,2124,74,
2656,1706,1699,1122,
1122,1621,,,
593,1194,1621,1122,
1123,539,454,,
1354,1123,,,
1592,1354,1123,1285,
1354,1123,,,
818,1212,1125,1367,
1483,1125,,,
2371,643,1126,2372,
922,1126,,,
1154,817,818,1212,1215
1553,1554,1212,,
2656,1215,,,
539,1215,,,
824,825,1215,,
1621,1215,,,
161,347,,,
1240,1241,347,84,
513,347,,,
1240,1241,347,,
1240,1241,,,
1240,325,,,
1240,2559,,,
1240,157,,,
1240,74,1608,,
1240,1527,,,
1240,772,645,,
1240,1241,1172,,
1240,772,2559,,
1240,1241,84,,
1240,1241,84,,
161,1347,772,1240,1241
1241,84,772,1527,
1322,430,1328,1329,1337
1322,1428,,,
2560,2467,228,1322,140
426,429,382,319,
256,426,2607,,
426,1595,1266,375,
426,1595,1266,375,
426,1234,,,
426,2426,,,
1008,1569,426,,
426,1234,,,
1174,426,2091,478,
585,426,378,,
426,1644,,,
426,2426,1919,,
1328,2583,,,
2151,1164,1328,2037,1626
1328,843,1111,,
1328,258,,,
1328,785,1812,634,862
1328,1019,,,
1328,1431,1111,,
1328,1601,1812,862,
1328,1570,,,
1328,258,1339,1570,
1328,1053,430,,
1328,1155,1812,1407,
1328,1155,1812,862,
1328,318,2583,,
2338,74,1053,1335,
1336,2338,1335,,
2017,2338,1582,1909,1339
1329,2338,,,
2338,1339,2343,,
1810,427,477,,
2176,427,,,
427,2412,,,
2410,427,204,,
427,1820,,,
2666,427,,,
427,1879,,,
2107,427,,,
427,2575,,,
427,1463,,,
427,1463,,,
88,427,214,2239,
427,1887,,,
1283,427,142,227,
1283,427,142,227,
1283,427,142,227,
427,1028,,,
2049,427,,,
577,427,772,645,
427,142,,,
1283,427,430,230,
1283,427,142,,
843,427,566,2647,477
1250,427,15,1251,
2307,427,230,,
427,565,2655,,
577,107,76,427,
250,427,639,,
427,108,1461,1912,250
427,2526,,,
427,668,2044,687,
969,427,,,
745,427,,,
427,157,1038,,
427,2003,,,
1600,427,,,
658,427,1580,343,
427,157,,,
1283,230,427,142,438
136,52,430,1823,
1107,236,430,,
634,430,2342,,
1562,157,430,,
1860,430,686,632,635
430,2622,,,
430,1327,,,
430,2342,,,
430,686,,,
520,430,,,
635,686,430,2342,
635,430,,,
208,1337,1618,430,
74,430,,,
88,1569,635,430,
634,635,430,318,
635,245,430,,
965,430,911,2192,635
2342,430,208,627,1335
228,430,686,,
228,430,478,,
430,1270,1271,,
2342,478,,,
1109,2037,2342,,
1337,1335,,,
848,1335,1053,1223,
1112,1335,,,
848,1335,1422,1607,
177,1335,,,
967,591,848,847,1335
1337,2636,479,,
2473,1339,597,,
1339,1678,,,
438,2207,,,
649,438,2061,478,
1378,438,294,567,
1306,438,,,
438,268,613,2046,
378,438,1191,,
136,2692,1102,,
985,2692,,,
136,2692,159,,
1697,740,71,1559,
1697,2658,740,71,1703
1928,2114,2227,71,
74,76,71,,
558,1086,71,,
74,1019,1860,,
74,157,1574,,
74,1252,,,
74,668,,,
2374,74,310,1366,2239
392,74,,,
74,2421,,,
74,2283,1293,2278,
74,2378,,,
74,134,,,
294,74,688,562,60
74,76,2421,622,
1288,74,1287,,
74,2227,76,36,
74,668,2421,,
74,622,,,
74,571,,,
74,667,1493,46,
76,1374,,,
1288,1393,76,,
250,76,,,
423,76,558,2463,
76,157,662,766,
2417,76,766,518,
2015,1924,76,,
76,181,662,766,
565,294,807,,
128,294,465,565,471
2409,294,,,
696,294,,,
1672,294,,,
2472,294,,,
294,745,565,566,
1841,738,565,294,
565,294,,,
640,2246,591,1363,574
2091,1259,,,
1259,2539,2253,2126,2290
1082,1259,,,
1290,1259,1174,,
521,1082,1259,,
479,986,1539,1259,
2509,1269,453,,
1025,453,1006,1269,
2467,591,,,
640,549,591,,
492,1309,1268,591,
1124,549,591,,
640,672,591,,
453,1661,591,1567,
1897,1003,2011,591,
591,847,967,,
640,591,,,
549,109,591,,
1026,2356,798,591,
75,1854,,,
1864,75,1855,2299,
1864,75,2299,2075,1854
2482,1854,,,
2123,1854,1855,,
84,12,,,
99,84,,,
1419,1427,84,1238,157
1042,1043,1028,,
1488,1490,1028,,
1043,1028,1037,206,
1028,1037,,,
808,1300,359,,
731,359,,,
808,1300,2454,359,
1288,476,676,1014,
476,676,1014,,
593,1621,,,
2696,2057,,,
2057,1234,1510,,
2057,1234,790,,
456,109,1198,,
456,453,,,
456,1363,672,,
456,2182,,,
2373,1366,1718,668,2239
2373,1366,1718,668,2239
668,1366,,,
465,636,565,,
636,2409,465,565,
636,2409,465,565,
465,85,,,
1378,565,82,,
1378,565,39,,
1378,1533,974,567,
1540,471,,,
471,68,1687,,
82,565,471,,
3,483,333,564,477
1644,477,1869,2543,
2024,201,477,350,
477,565,566,,
875,483,,,
656,483,1006,,
2605,1554,562,565,951
562,1828,2014,,
562,414,367,,
2648,730,2586,562,
2089,910,562,247,1114
1193,1202,738,562,
134,295,565,566,2328
738,804,565,,
565,85,,,
882,565,295,,
738,1546,306,565,1727
882,565,295,,
656,1643,565,1687,
565,567,,,
1540,565,,,
2536,565,,,
1649,738,565,,
1841,738,565,,
565,63,,,
565,490,2419,1741,
82,565,,,
738,565,,,
136,565,750,,
575,565,173,2485,
173,2480,565,566,575
738,565,,,
2536,738,2628,565,
565,1718,,,
1515,1581,566,,
1084,2556,566,2303,
1649,649,566,,
566,204,478,,
2305,1954,2179,1192,566
2018,2014,567,,
1672,1491,,,
318,2583,102,2135,
2585,2071,,,
2585,2466,,,
2585,1234,,,
88,2428,686,,
88,2428,686,,
88,2428,686,,
88,2428,686,,
256,1569,686,634,635
1626,1155,1812,862,
1626,1002,983,,
1626,1570,,,
690,318,,,
690,1980,,,
1649,1643,,,
1688,1649,1693,1687,
460,656,1649,210,1687
1649,650,691,1687,
924,1532,,,
1569,1578,1061,,
1010,1061,1578,877,
109,1174,,,
1442,1444,1174,,
136,985,1174,,
1174,964,910,,
1368,858,1084,318,
2394,318,,,
1062,1195,1145,1149,1150
1195,1203,,,
881,1203,,,
881,1203,,,
881,1203,,,
2076,325,645,1527,
1718,1287,,,
1414,1287,327,788,62
1393,1268,1287,,
1287,1288,1393,788,1268
1287,1393,787,1593,891
1393,905,1287,,
1288,250,1287,,
976,1393,558,1287,
1288,577,772,1393,
1288,250,,,
1288,250,107,,
192,193,420,519,280
420,388,2421,519,
192,193,420,2448,2549
192,420,,,
2549,519,,,
356,519,2223,,
192,1910,519,,
192,356,519,2223,
2214,519,,,
193,519,,,
192,193,2549,519,
193,2421,,,
521,314,236,431,
2426,2282,837,,
2426,1428,,,
2427,109,507,,
2427,2391,507,,
2427,2253,2126,2431,
2427,507,,,
549,109,2391,2427,798
1428,2589,,,
1434,1429,,,
1608,256,1732,2423,
745,2586,2599,,
2586,1908,2615,,
355,2085,2228,122,1659
124,122,1916,127,
633,3,749,295,
2305,1954,2179,2150,
2473,875,2150,,
1272,1281,1451,,
1281,1282,1446,,
1281,1282,1633,693,447
1281,1282,1451,1346,
1281,1346,,,
1282,1346,,,
240,2652,,,
1019,1732,1053,2423,
378,1292,1301,,
378,102,2135,,
378,1963,286,,
378,2428,,,
378,1290,1550,,
378,1290,478,,
378,286,,,
378,2091,,,
378,1290,2423,,
378,1019,,,
378,286,,,
378,478,,,
378,102,2135,,
808,731,1710,,
43,1710,731,,
2024,731,,,
2649,86,,,
2649,735,,,
196,735,,,
196,735,,,
409,826,,,
826,828,,,
136,1819,52,1823,
1601,1819,597,,
136,2626,2398,,
136,2017,1102,2543,
136,159,,,
136,1595,2543,,
136,1102,,,
136,985,,,
136,2635,,,
1114,1117,2334,,
2089,1114,1117,247,
2089,1114,1117,,
1767,1768,2444,22,247
247,563,2444,1767,
129,2451,247,,
129,2451,247,,
803,2089,243,537,1563
712,2089,757,,
1117,2334,,,
2053,2054,,,
640,549,2054,672,
2690,2054,488,109,2685
2081,2661,1910,,
2081,1910,,,
1794,2082,1795,2178,1773
1793,2082,1795,1794,2181
2304,809,414,919,
672,1539,1460,1309,
635,1908,,,
698,635,,,
256,1570,635,,
640,660,109,,
640,109,,,
640,2653,672,,
640,25,1003,732,
640,267,334,25,732
640,549,672,,
640,459,672,,
640,109,,,
649,2403,,,
649,166,,,
2616,986,1644,2614,
1377,986,1475,,
986,1644,2614,,
258,555,14,2354,2360
0,258,14,751,
616,258,613,14,
258,14,,,
0,258,14,751,
258,14,,,
0,258,8,14,751
230,478,142,719,
843,478,,,
740,1198,479,,
954,1050,871,,
432,433,428,158,
428,302,432,307,158
432,428,158,,
195,196,158,,
1234,1290,,,
1234,578,,,
1236,1678,1431,,
1363,2350,,,
1363,1004,1343,1003,
1343,308,1469,1095,
2360,2354,555,615,
459,2356,1469,1364,
2098,453,,,
453,761,308,481,
2651,453,,,
2360,555,453,2455,
1124,453,1567,,
453,109,1358,791,
1025,453,,,
577,453,558,2327,2015
1360,792,798,,
2360,2040,672,,
2360,1715,672,,
2360,574,,,
2360,574,1006,,
459,732,20,334,
672,1363,1004,1003,
1363,1004,1003,,
1004,1003,1364,1661,
555,614,,,
667,36,2227,,
667,36,2227,,
1592,1600,1606,672,
1592,1285,,,
1592,409,1285,407,
672,1290,,,
672,2040,574,,
672,1004,,,
672,1003,,,
2667,1606,687,,
964,1573,965,966,910
910,1253,966,,
1573,964,965,910,
964,965,966,910,981
1253,1140,764,910,
910,902,,,
636,1573,910,2687,
1140,1253,910,,
910,965,902,,
964,1573,965,966,910
192,193,2214,,
193,489,46,1815,
652,86,,,
1844,1845,68,,
1844,68,,,
68,879,1845,157,766
1779,68,1780,,
68,1966,978,979,121
496,663,,,
496,503,663,,
496,2393,,,
2393,1818,503,,
2393,503,,,
1952,2393,1818,503,
1896,503,,,
269,39,,,
1646,793,728,1016,1466
1016,1218,,,
1016,728,,,
1029,1023,,,
48,41,1029,,
1504,1506,1507,1503,
1504,1506,1525,1503,
1506,1308,1503,,
1504,1506,1308,1503,
1504,1506,1503,,
1504,1506,1503,,
1504,1506,1525,,
2607,1636,2615,1647,
1569,1636,1112,314,1182
256,1636,983,,
256,1636,887,,
1569,1636,1647,314,1182
1389,1421,607,,
2040,109,,,
1658,109,,,
25,109,,,
114,109,,,
560,109,,,
539,883,,,
539,883,1453,,
772,645,2559,,
2559,772,1324,1527,
419,1324,1326,1527,2559
2559,419,1324,1527,
772,260,1527,,
2088,772,2166,,
730,1285,350,,
2306,411,,,
409,444,405,,
411,407,,,
1875,407,,,
2553,1891,407,,
2178,462,1718,409,411
200,58,411,206,
1464,411,1037,,
200,58,411,206,
904,41,,,
904,41,2153,1713,892
41,126,,,
2153,1713,1716,41,
41,2002,1716,,
904,41,138,1713,1716
904,41,1372,,
41,759,,,
904,41,138,2153,1713
48,2348,,,
48,2348,,,
490,2164,,,
490,492,,,
490,492,734,,
2419,492,788,1268,
2186,2187,,,
2187,693,,,
418,654,,,
577,2461,,,
1086,2461,1078,,
1076,2461,1086,,
632,577,442,2462,
558,1290,557,62,
577,558,,,
704,641,558,,
558,423,,,
558,577,782,327,
558,1550,,,
848,641,,,
641,642,1574,,
656,1581,,,
1515,1581,,,
2624,1931,2252,2269,1277
1921,1931,,,
1249,1931,,,
1170,164,2509,1198,
1697,740,1198,1559,
1700,741,1704,745,687
745,741,,,
745,129,538,,
745,687,,,
745,687,,,
745,1933,257,1591,
745,1884,1885,,
745,2579,,,
560,157,214,766,
1344,1121,2706,,
1344,540,,,
1344,1345,1354,1348,
1345,1046,1047,,
1345,2706,540,1121,
1348,629,,,
1377,801,1642,1354,534
1354,1138,1047,,
1121,1354,1138,,
585,1354,,,
1680,1354,1674,,
1354,1674,,,
82,1554,,,
1595,102,2675,2006,
1908,102,,,
102,1862,1644,2675,1595
1003,308,2653,,
1848,1003,1004,,
2282,1007,,,
485,2380,1838,1908,2558
2561,485,1838,,
719,1908,485,2380,
485,2380,719,1908,1527
2226,2220,,,
2226,995,2220,,
2226,2220,,,
129,2220,,,
2220,2175,860,,
2226,2220,,,
285,486,30,,
486,30,,,
486,30,,,
2616,1644,2614,,
1595,1964,2675,1644,
1644,1595,1964,1862,
1644,1812,862,,
2675,1644,1019,,
1644,2423,,,
217,763,1879,,
2066,2060,2052,2061,
858,1084,2303,,
2016,495,464,342,729
2115,467,,,
495,339,467,342,573
2115,1993,270,467,342
342,339,467,,
467,342,,,
560,1452,157,,
560,2315,,,
675,204,,,
2049,204,,,
204,2215,,,
2329,1290,,,
2329,1290,,,
1290,661,2423,,
1050,2707,,,
331,2707,1493,,
1800,2301,,,
1340,157,,,
157,14,,,
2596,101,157,,
1452,157,,,
2428,157,,,
157,1079,,,
1452,740,157,246,
2056,157,,,
88,157,,,
2532,157,,,
160,1857,78,,
160,78,214,,
160,2540,125,2020,
1059,1284,607,,
1284,524,,,
1079,934,2175,,
1112,1019,,,
1112,2530,,,
1112,331,,,
1118,2135,,,
2011,2182,,,
2011,2182,,,
1026,798,1095,,
624,659,,,
627,631,,,
1569,627,,,
2543,159,,,
1697,671,,,
1697,740,,,
1697,740,804,1559,
1697,740,,,
2658,2428,2430,,
636,764,1573,2687,
636,703,,,
415,2673,1690,1178,
2696,1954,615,,
664,1593,1954,,
2305,1954,2179,2222,
2092,2327,,,
1124,1566,,,
2361,188,,,
577,185,324,332,
350,143,,,
350,351,,,
350,1990,1718,,
1593,1461,,,
2131,227,,,
1595,1307,1462,1422,
268,613,14,,
299,14,,,
1006,574,14,,
250,1116,14,,
250,1116,14,,
250,1116,14,,
2496,2107,14,,
2017,1908,1909,1086,
1582,1909,1086,,
2506,1910,2375,,
1910,2661,2366,,
2661,1910,,,
2661,1910,,,
2506,1910,2366,,
1250,399,,,
522,1419,684,1425,1427
161,1425,779,1550,
2496,613,268,1878,2107
1176,15,,,
15,1815,,,
129,2165,15,,
2044,15,,,
1050,1310,,,
1050,1724,,,
1827,2509,574,,
2178,1795,2181,,
2178,2181,,,
1793,2178,1794,2181,
2265,2254,1303,,
809,1321,1129,,
809,1615,,,
809,1615,,,
809,441,1321,,
809,1321,1129,,
809,812,814,1365,1341
809,1365,1341,814,
1080,809,1321,1129,
809,1129,,,
809,812,1321,1129,
809,812,814,,
985,2674,159,,
129,1409,,,
129,538,2165,,
2624,129,1153,537,538
2307,2351,,,
1640,540,670,1047,
62,332,326,327,
2624,881,,,
881,1411,2397,2405,
881,2397,1119,,
2129,1058,881,,
1969,538,,,
1116,1461,,,
250,4,,,
250,107,108,,
250,1701,1591,,
2419,788,,,
1172,2341,,,
1268,2341,,,
1268,2341,2221,,
2341,1268,1757,,
1409,1206,415,,
712,189,2102,415,
2334,415,,,
1178,380,415,,
1831,1836,55,2334,415
1832,415,2334,1831,
2334,415,,,
2334,415,,,
219,415,,,
725,759,,,
161,759,358,1255,
2578,759,2679,,
1640,1148,1648,1047,
1569,1679,1684,314,1182
1008,1569,1010,,
1569,1010,1578,,
1569,1010,1578,,
832,33,36,1591,
1052,1701,,,
2169,1527,,,
1324,1527,,,
260,1894,2088,2166,1527
2088,1527,,,
913,909,1894,1527,
913,1894,1527,,
1326,2166,1527,,
260,1326,398,1527,248
1867,1869,,,
2506,2242,2366,,
2605,717,,,
1554,2605,,,
1689,538,219,,
1689,219,,,
2049,2021,2337,,
2132,382,,,
144,189,,,
848,1025,1586,1027,
848,967,,,
848,967,,,
538,291,,,
712,538,1662,,
1595,1301,,,
1528,1595,360,,
1702,1550,,,
2466,2243,885,,
803,1563,243,1439,
18,866,,,
107,108,,,
389,1064,107,623,2293
930,1254,,,
1894,1326,,,
364,365,366,,
2112,365,,,
2558,954,646,,
1178,2211,2598,1231,
1178,995,2598,1231,
1178,1277,,,
1737,1178,,,
1736,1178,995,,
995,2598,2470,1231,1178
1178,995,1495,,
995,2211,2598,1231,1178
2641,2175,,,
1257,2261,2175,1911,
1696,1940,2175,,
1257,2261,2175,1911,
2379,2261,2133,1911,2175
1184,188,2175,,
1184,1784,2133,,
1184,934,974,55,1784
1184,934,1911,,
964,902,,,
1515,764,,,
1796,2334,,,
1161,2326,,,
2194,2149,2190,,
2189,2194,2149,2190,
249,86,,,
2128,2319,,,
2128,2130,2131,,
1265,1725,,,
880,1523,,,
120,177,2259,,
1177,1620,,,
2429,1134,,,
2429,2317,,,
2429,1404,2165,,
1601,2329,,,
1601,675,,,
551,2551,,,
1602,339,,,
339,1326,971,,
729,1993,342,,
1993,276,342,,
729,276,342,,
2088,398,1326,342,2166
778,1027,967,,
2249,2250,2252,2259,2238
1827,299,2511,,
1853,2511,,,
2418,2511,,,
2141,2511,,,
2418,2005,2511,,
1528,1532,,,
689,2630,,,
1625,689,,,
36,1052,,,
299,574,,,
1654,1015,,,
1338,1654,,,
784,917,1654,1015,
801,1642,,,
1656,121,,,
2579,1806,,,
1489,1007,,,
1326,2167,,,
1747,2069,1326,,
2088,1326,398,,
248,2434,1326,,
643,2556,,,
275,573,279,,
1505,865,,,
916,101,2596,,
1770,1764,1765,,
32,30,,,
447,693,1471,,
314,1244,348,,
2176,1668,,,
1268,2108,,,
1898,623,1268,2292,2108
1666,719,,,
1618,719,,,
2021,719,,,
824,825,,,
1696,1775,,,
1793,1795,1775,,
2590,439,,,
1555,1550,,,
684,1550,,,
793,1130,,,
793,1455,,,
793,1167,,,
793,188,189,,
793,1153,1069,1685,
1728,793,1474,1473,
793,1980,188,,
857,1483,,,
2576,1052,,,
1333,429,,,
1146,1252,,,
1539,2438,,,
1800,2016,,,
489,253,1815,,
489,238,,,
489,253,,,
489,301,238,,
934,2598,2407,2604,2330
912,1891,2044,,
1696,2330,,,
1696,2604,2598,1631,
2660,748,,,
416,137,748,1713,1716
1968,1891,2619,990,
912,1149,1630,,
1898,324,326,,
2065,995,1231,,
324,327,,,
324,389,332,,
2292,327,,,
952,1937,332,623,
993,802,,,
2337,2662,527,2611,2459
123,2459,,,
261,687,,,
1804,1805,,,
1926,137,138,1933,1941
137,138,2510,1713,1913
922,923,,,
922,923,,,
100,758,,,
100,265,1980,,
1656,2662,,,
1301,1663,,,
161,1015,,,
2448,161,2285,,
1728,1473,380,,
1738,1134,,,
2200,1409,1221,,
2200,1409,1221,,
379,756,,,
1724,668,,,
2528,2481,,,
1063,1175,,,
2592,99,,,
